"Date","TSA","TSA_Name","TSA_Combined","Population_DSHS","Ventilators_Available","Hospitalizations_Total","Hospitalizations_General","Hospitalizations_ICU","Beds_Available_Total","Beds_Available_ICU","Beds_Occupied_Total","Beds_Occupied_ICU"
2020-04-24,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,521,333,188,5092,700,9435,1302
2020-04-24,"F","Paris","F - Paris",273329,NA,17,8,9,NA,45,486,52
2020-04-24,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,47,24,23,618,83,1276,235
2020-04-24,"H","Lufkin","H - Lufkin",272151,NA,20,15,5,237,13,273,NA
2020-04-24,"I","El Paso","I - El Paso",881765,NA,52,25,27,538,32,1112,162
2020-04-24,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,7,5,2,667,35,683,22
2020-04-24,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,257,20,295,11
2020-04-24,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,12,4,8,571,38,621,62
2020-04-24,"M","Waco","M - Waco",330048,NA,3,2,1,344,24,264,34
2020-04-24,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,14,10,4,291,36,251,21
2020-04-24,"O","Austin","O - Austin",2375407,NA,59,34,25,1459,184,1722,238
2020-04-24,"P","San Antonio","P - San Antonio",2945792,NA,53,21,32,2277,393,3742,445
2020-04-24,"Q","Houston","Q - Houston",6688587,NA,465,263,202,3722,354,8202,1572
2020-04-24,"R","Galveston","R - Galveston",1309237,NA,142,93,49,695,54,1131,NA
2020-04-24,"S","Victoria","S - Victoria",186672,NA,23,20,3,290,33,267,33
2020-04-24,"T","Laredo","T - Laredo",295669,NA,25,12,13,107,15,253,50
2020-04-24,"U","Corpus Christi","U - Corpus Christi",630897,NA,9,6,3,329,15,866,151
2020-04-24,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,33,16,17,807,112,1708,151
2020-04-25,"A","Amarillo","A - Amarillo",440127,NA,59,33,26,462,34,648,126
2020-04-25,"B","Lubbock","B - Lubbock",513580,NA,26,8,18,512,52,765,116
2020-04-25,"C","Wichita Falls","C - Wichita Falls",219793,NA,1,1,0,359,21,246,22
2020-04-25,"D","Abilene","D - Abilene",306972,NA,6,1,5,436,19,413,36
2020-04-25,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,472,293,179,4963,639,9035,1258
2020-04-25,"F","Paris","F - Paris",273329,NA,17,6,11,NA,32,465,46
2020-04-25,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,54,31,23,578,64,1232,222
2020-04-25,"H","Lufkin","H - Lufkin",272151,NA,21,16,5,269,14,250,NA
2020-04-25,"I","El Paso","I - El Paso",881765,NA,60,31,29,529,33,1085,179
2020-04-25,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,6,5,1,633,42,654,37
2020-04-25,"K","San Angelo","K - San Angelo",179457,NA,4,4,0,259,22,268,8
2020-04-25,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,16,5,11,489,36,600,85
2020-04-25,"M","Waco","M - Waco",330048,NA,3,2,1,248,19,284,35
2020-04-25,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,11,7,4,281,27,233,20
2020-04-25,"O","Austin","O - Austin",2375407,NA,47,27,20,1368,164,1404,214
2020-04-25,"P","San Antonio","P - San Antonio",2945792,NA,60,27,33,2283,280,3662,383
2020-04-25,"Q","Houston","Q - Houston",6688587,NA,464,256,208,3724,396,7916,1532
2020-04-25,"R","Galveston","R - Galveston",1309237,NA,127,89,38,731,59,1024,NA
2020-04-25,"S","Victoria","S - Victoria",186672,NA,22,19,3,296,35,252,35
2020-04-25,"T","Laredo","T - Laredo",295669,NA,24,12,12,132,30,248,45
2020-04-25,"U","Corpus Christi","U - Corpus Christi",630897,NA,9,8,1,333,17,920,150
2020-04-25,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,33,16,17,873,116,1597,171
2020-04-26,"A","Amarillo","A - Amarillo",440127,NA,64,35,29,468,39,660,118
2020-04-26,"B","Lubbock","B - Lubbock",513580,NA,29,11,18,533,68,744,128
2020-04-26,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,358,23,246,17
2020-04-26,"D","Abilene","D - Abilene",306972,NA,7,4,3,437,19,414,34
2020-04-26,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,491,303,188,5305,620,8607,1180
2020-04-26,"F","Paris","F - Paris",273329,NA,19,8,11,NA,40,471,46
2020-04-26,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,53,29,24,567,56,1141,228
2020-04-26,"H","Lufkin","H - Lufkin",272151,NA,22,18,4,271,19,247,NA
2020-04-26,"I","El Paso","I - El Paso",881765,NA,67,32,35,536,44,1034,174
2020-04-26,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,8,7,1,816,54,630,30
2020-04-26,"K","San Angelo","K - San Angelo",179457,NA,2,2,0,277,21,224,10
2020-04-26,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,16,7,9,505,38,688,82
2020-04-26,"M","Waco","M - Waco",330048,NA,2,0,2,235,24,249,30
2020-04-26,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,12,8,4,273,30,240,23
2020-04-26,"O","Austin","O - Austin",2375407,NA,46,23,23,1125,148,1317,213
2020-04-26,"P","San Antonio","P - San Antonio",2945792,NA,59,23,36,2222,295,3687,361
2020-04-26,"Q","Houston","Q - Houston",6688587,NA,468,270,198,3692,386,7170,1541
2020-04-26,"R","Galveston","R - Galveston",1309237,NA,115,73,42,601,27,1021,NA
2020-04-26,"S","Victoria","S - Victoria",186672,NA,26,22,4,276,33,253,35
2020-04-26,"T","Laredo","T - Laredo",295669,NA,23,11,12,131,31,231,45
2020-04-26,"U","Corpus Christi","U - Corpus Christi",630897,NA,4,3,1,333,20,885,149
2020-04-26,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,30,14,16,964,112,1543,179
2020-04-27,"A","Amarillo","A - Amarillo",440127,NA,67,33,34,432,39,669,121
2020-04-27,"B","Lubbock","B - Lubbock",513580,NA,29,13,16,501,65,781,132
2020-04-27,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,376,23,259,21
2020-04-27,"D","Abilene","D - Abilene",306972,NA,6,3,3,457,18,424,39
2020-04-27,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,583,363,220,5553,655,9472,1347
2020-04-27,"F","Paris","F - Paris",273329,NA,18,10,8,NA,36,474,56
2020-04-27,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,54,32,22,626,71,1158,210
2020-04-27,"H","Lufkin","H - Lufkin",272151,NA,18,15,3,287,19,243,NA
2020-04-27,"I","El Paso","I - El Paso",881765,NA,65,32,33,584,35,1054,184
2020-04-27,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,8,7,1,826,48,624,35
2020-04-27,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,275,18,260,13
2020-04-27,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,14,8,6,449,41,492,112
2020-04-27,"M","Waco","M - Waco",330048,NA,2,0,2,322,21,300,37
2020-04-27,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,18,13,5,295,22,28,26
2020-04-27,"O","Austin","O - Austin",2375407,NA,51,24,27,1189,116,1758,242
2020-04-27,"P","San Antonio","P - San Antonio",2945792,NA,59,21,38,2210,329,3699,395
2020-04-27,"Q","Houston","Q - Houston",6688587,NA,485,288,197,4118,429,7803,1497
2020-04-27,"R","Galveston","R - Galveston",1309237,NA,124,87,37,577,37,1071,NA
2020-04-27,"S","Victoria","S - Victoria",186672,NA,25,21,4,240,30,261,36
2020-04-27,"T","Laredo","T - Laredo",295669,NA,20,10,10,123,22,214,46
2020-04-27,"U","Corpus Christi","U - Corpus Christi",630897,NA,4,3,1,317,21,860,146
2020-04-27,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,32,15,17,798,92,1569,172
2020-04-28,"A","Amarillo","A - Amarillo",440127,NA,82,43,39,434,28,630,131
2020-04-28,"B","Lubbock","B - Lubbock",513580,NA,31,12,19,484,65,812,134
2020-04-28,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,350,11,291,31
2020-04-28,"D","Abilene","D - Abilene",306972,NA,4,1,3,456,13,428,41
2020-04-28,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,611,364,247,5467,591,9712,1336
2020-04-28,"F","Paris","F - Paris",273329,NA,14,7,7,NA,36,502,57
2020-04-28,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,53,31,22,582,77,1264,200
2020-04-28,"H","Lufkin","H - Lufkin",272151,NA,19,15,4,276,19,263,NA
2020-04-28,"I","El Paso","I - El Paso",881765,NA,58,24,34,601,50,1080,181
2020-04-28,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,6,4,2,731,49,648,36
2020-04-28,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,274,17,261,13
2020-04-28,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,16,6,10,504,49,492,64
2020-04-28,"M","Waco","M - Waco",330048,NA,1,0,1,344,12,287,46
2020-04-28,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,21,17,4,285,26,242,24
2020-04-28,"O","Austin","O - Austin",2375407,NA,81,46,35,1285,163,2029,263
2020-04-28,"P","San Antonio","P - San Antonio",2945792,NA,58,27,31,2107,265,3940,422
2020-04-28,"Q","Houston","Q - Houston",6688587,NA,436,249,187,3640,384,8313,1545
2020-04-28,"R","Galveston","R - Galveston",1309237,NA,132,93,39,577,37,1122,NA
2020-04-28,"S","Victoria","S - Victoria",186672,NA,24,19,5,292,29,287,35
2020-04-28,"T","Laredo","T - Laredo",295669,NA,23,10,13,141,24,236,47
2020-04-28,"U","Corpus Christi","U - Corpus Christi",630897,NA,4,3,1,287,10,939,148
2020-04-28,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,28,13,15,781,77,1511,167
2020-04-29,"A","Amarillo","A - Amarillo",440127,NA,84,47,37,586,76,594,123
2020-04-29,"B","Lubbock","B - Lubbock",513580,NA,38,8,30,477,70,816,132
2020-04-29,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,329,22,289,21
2020-04-29,"D","Abilene","D - Abilene",306972,NA,4,1,3,455,14,432,45
2020-04-29,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,576,351,225,4702,546,9723,1310
2020-04-29,"F","Paris","F - Paris",273329,NA,16,8,8,NA,36,483,53
2020-04-29,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,53,33,20,596,76,1276,202
2020-04-29,"H","Lufkin","H - Lufkin",272151,NA,18,14,4,281,18,285,NA
2020-04-29,"I","El Paso","I - El Paso",881765,NA,68,30,38,521,50,1125,186
2020-04-29,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,7,3,4,698,48,677,37
2020-04-29,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,273,19,280,11
2020-04-29,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,15,10,5,593,57,709,73
2020-04-29,"M","Waco","M - Waco",330048,NA,1,0,1,323,19,297,39
2020-04-29,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,23,20,3,278,26,258,22
2020-04-29,"O","Austin","O - Austin",2375407,NA,88,53,35,1259,156,2090,271
2020-04-29,"P","San Antonio","P - San Antonio",2945792,NA,53,18,35,1999,248,3861,424
2020-04-29,"Q","Houston","Q - Houston",6688587,NA,442,247,195,3468,458,8061,1472
2020-04-29,"R","Galveston","R - Galveston",1309237,NA,124,90,34,553,37,1161,NA
2020-04-29,"S","Victoria","S - Victoria",186672,NA,25,21,4,289,35,292,32
2020-04-29,"T","Laredo","T - Laredo",295669,NA,18,8,10,132,13,259,48
2020-04-29,"U","Corpus Christi","U - Corpus Christi",630897,NA,4,3,1,307,13,964,161
2020-04-29,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,29,17,12,821,89,1672,161
2020-04-30,"A","Amarillo","A - Amarillo",440127,NA,87,50,37,582,74,605,113
2020-04-30,"B","Lubbock","B - Lubbock",513580,NA,36,8,28,483,72,844,142
2020-04-30,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,327,24,287,20
2020-04-30,"D","Abilene","D - Abilene",306972,NA,4,2,2,454,14,410,37
2020-04-30,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,636,391,245,4922,632,10190,1377
2020-04-30,"F","Paris","F - Paris",273329,NA,18,8,10,NA,33,488,61
2020-04-30,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,63,38,25,601,83,1272,214
2020-04-30,"H","Lufkin","H - Lufkin",272151,NA,16,12,4,287,10,280,NA
2020-04-30,"I","El Paso","I - El Paso",881765,NA,77,35,42,518,46,1118,180
2020-04-30,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,7,5,2,695,46,670,38
2020-04-30,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,262,18,281,13
2020-04-30,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,12,8,4,537,58,644,69
2020-04-30,"M","Waco","M - Waco",330048,NA,2,1,1,335,21,347,37
2020-04-30,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,11,10,1,265,35,139,12
2020-04-30,"O","Austin","O - Austin",2375407,NA,68,43,25,1177,116,1665,249
2020-04-30,"P","San Antonio","P - San Antonio",2945792,NA,54,19,35,1995,253,4114,401
2020-04-30,"Q","Houston","Q - Houston",6688587,NA,475,268,207,3814,420,8697,1509
2020-04-30,"R","Galveston","R - Galveston",1309237,NA,129,92,37,667,62,1089,NA
2020-04-30,"S","Victoria","S - Victoria",186672,NA,29,21,8,271,30,302,38
2020-04-30,"T","Laredo","T - Laredo",295669,NA,20,10,10,127,9,268,49
2020-04-30,"U","Corpus Christi","U - Corpus Christi",630897,NA,4,3,1,302,18,985,149
2020-04-30,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,30,18,12,784,92,1714,163
2020-05-01,"A","Amarillo","A - Amarillo",440127,NA,91,51,40,477,48,602,112
2020-05-01,"B","Lubbock","B - Lubbock",513580,NA,37,11,26,453,68,846,139
2020-05-01,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,336,21,267,12
2020-05-01,"D","Abilene","D - Abilene",306972,NA,4,3,1,415,25,436,33
2020-05-01,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,635,385,250,5143,637,10097,1369
2020-05-01,"F","Paris","F - Paris",273329,NA,19,10,9,NA,34,497,58
2020-05-01,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,68,42,26,539,68,1294,216
2020-05-01,"H","Lufkin","H - Lufkin",272151,NA,20,15,5,278,17,277,NA
2020-05-01,"I","El Paso","I - El Paso",881765,NA,74,33,41,543,41,1158,191
2020-05-01,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,6,3,3,698,46,640,35
2020-05-01,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,267,19,272,11
2020-05-01,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,17,14,3,570,42,696,85
2020-05-01,"M","Waco","M - Waco",330048,NA,3,1,2,332,25,332,36
2020-05-01,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,16,15,1,322,31,255,19
2020-05-01,"O","Austin","O - Austin",2375407,NA,47,28,19,1150,118,1423,185
2020-05-01,"P","San Antonio","P - San Antonio",2945792,NA,57,18,39,2008,267,4028,415
2020-05-01,"Q","Houston","Q - Houston",6688587,NA,434,242,192,3838,408,8270,1522
2020-05-01,"R","Galveston","R - Galveston",1309237,NA,101,79,22,676,60,1010,NA
2020-05-01,"S","Victoria","S - Victoria",186672,NA,24,20,4,284,35,296,32
2020-05-01,"T","Laredo","T - Laredo",295669,NA,21,11,10,136,13,257,49
2020-05-01,"U","Corpus Christi","U - Corpus Christi",630897,NA,16,11,5,296,19,993,151
2020-05-01,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,35,22,13,766,92,1746,160
2020-05-02,"A","Amarillo","A - Amarillo",440127,NA,101,54,47,468,31,566,118
2020-05-02,"B","Lubbock","B - Lubbock",513580,NA,29,5,24,496,68,800,129
2020-05-02,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,342,18,260,16
2020-05-02,"D","Abilene","D - Abilene",306972,NA,6,5,1,433,27,421,31
2020-05-02,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,530,332,198,4696,618,8843,1286
2020-05-02,"F","Paris","F - Paris",273329,NA,17,10,7,NA,40,481,56
2020-05-02,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,96,62,34,545,77,1459,228
2020-05-02,"H","Lufkin","H - Lufkin",272151,NA,16,14,2,279,21,296,NA
2020-05-02,"I","El Paso","I - El Paso",881765,NA,69,28,41,589,45,1136,194
2020-05-02,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,8,5,3,640,37,634,42
2020-05-02,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,273,19,238,12
2020-05-02,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,13,11,2,527,32,543,67
2020-05-02,"M","Waco","M - Waco",330048,NA,3,1,2,318,28,309,30
2020-05-02,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,16,15,1,290,32,243,22
2020-05-02,"O","Austin","O - Austin",2375407,NA,59,30,29,1063,118,1543,271
2020-05-02,"P","San Antonio","P - San Antonio",2945792,NA,61,29,32,2117,294,3568,424
2020-05-02,"Q","Houston","Q - Houston",6688587,NA,329,184,145,3828,405,6495,1534
2020-05-02,"R","Galveston","R - Galveston",1309237,NA,88,66,22,706,58,970,NA
2020-05-02,"S","Victoria","S - Victoria",186672,NA,24,19,5,281,41,287,37
2020-05-02,"T","Laredo","T - Laredo",295669,NA,23,11,12,114,13,226,41
2020-05-02,"U","Corpus Christi","U - Corpus Christi",630897,NA,16,11,5,301,18,976,148
2020-05-02,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,36,24,12,741,92,1718,161
2020-05-03,"A","Amarillo","A - Amarillo",440127,NA,94,50,44,466,42,571,107
2020-05-03,"B","Lubbock","B - Lubbock",513580,NA,30,6,24,553,85,745,118
2020-05-03,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,352,25,259,16
2020-05-03,"D","Abilene","D - Abilene",306972,NA,4,1,3,434,30,424,28
2020-05-03,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,513,341,172,4428,566,8539,1201
2020-05-03,"F","Paris","F - Paris",273329,NA,16,11,5,NA,38,474,57
2020-05-03,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,67,41,26,612,86,1184,205
2020-05-03,"H","Lufkin","H - Lufkin",272151,NA,17,12,5,270,19,266,NA
2020-05-03,"I","El Paso","I - El Paso",881765,NA,64,27,37,584,40,1115,199
2020-05-03,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,8,6,2,567,33,623,44
2020-05-03,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,279,16,224,15
2020-05-03,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,12,10,2,492,31,461,65
2020-05-03,"M","Waco","M - Waco",330048,NA,2,0,2,363,31,250,26
2020-05-03,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,9,9,0,305,25,126,10
2020-05-03,"O","Austin","O - Austin",2375407,NA,47,26,21,1128,125,1257,194
2020-05-03,"P","San Antonio","P - San Antonio",2945792,NA,56,21,35,2209,300,3794,403
2020-05-03,"Q","Houston","Q - Houston",6688587,NA,418,225,193,3791,376,7641,1553
2020-05-03,"R","Galveston","R - Galveston",1309237,NA,92,72,20,624,45,974,NA
2020-05-03,"S","Victoria","S - Victoria",186672,NA,22,18,4,291,35,262,41
2020-05-03,"T","Laredo","T - Laredo",295669,NA,23,11,12,115,12,219,42
2020-05-03,"U","Corpus Christi","U - Corpus Christi",630897,NA,4,4,0,299,18,920,139
2020-05-03,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,35,23,12,832,77,1691,165
2020-05-04,"A","Amarillo","A - Amarillo",440127,NA,90,49,41,475,30,595,130
2020-05-04,"B","Lubbock","B - Lubbock",513580,NA,33,7,26,540,75,779,119
2020-05-04,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,353,25,250,22
2020-05-04,"D","Abilene","D - Abilene",306972,NA,5,4,1,414,24,422,33
2020-05-04,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,674,439,235,4295,554,9725,1367
2020-05-04,"F","Paris","F - Paris",273329,NA,16,13,3,NA,37,464,53
2020-05-04,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,54,32,22,595,87,1207,207
2020-05-04,"H","Lufkin","H - Lufkin",272151,NA,18,13,5,262,16,285,NA
2020-05-04,"I","El Paso","I - El Paso",881765,NA,73,33,40,532,40,1127,194
2020-05-04,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,15,14,1,562,47,642,34
2020-05-04,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,270,16,219,15
2020-05-04,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,17,12,5,548,54,546,77
2020-05-04,"M","Waco","M - Waco",330048,NA,2,0,2,376,26,275,31
2020-05-04,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,11,8,3,280,29,266,28
2020-05-04,"O","Austin","O - Austin",2375407,NA,68,39,29,1282,148,1896,254
2020-05-04,"P","San Antonio","P - San Antonio",2945792,NA,67,35,32,2064,304,3786,400
2020-05-04,"Q","Houston","Q - Houston",6688587,NA,544,352,192,3867,391,8020,1541
2020-05-04,"R","Galveston","R - Galveston",1309237,NA,118,93,25,472,25,1098,NA
2020-05-04,"S","Victoria","S - Victoria",186672,NA,22,20,2,278,30,288,38
2020-05-04,"T","Laredo","T - Laredo",295669,NA,20,10,10,110,12,230,48
2020-05-04,"U","Corpus Christi","U - Corpus Christi",630897,NA,4,4,0,295,25,916,132
2020-05-04,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,37,22,15,785,99,1617,153
2020-05-05,"A","Amarillo","A - Amarillo",440127,NA,96,56,40,464,36,611,117
2020-05-05,"B","Lubbock","B - Lubbock",513580,NA,37,13,24,500,65,836,120
2020-05-05,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,349,26,263,16
2020-05-05,"D","Abilene","D - Abilene",306972,NA,3,3,0,412,21,455,32
2020-05-05,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,679,426,253,4538,543,10283,1417
2020-05-05,"F","Paris","F - Paris",273329,NA,13,9,4,NA,38,526,50
2020-05-05,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,57,33,24,508,83,1412,209
2020-05-05,"H","Lufkin","H - Lufkin",272151,NA,14,10,4,236,13,314,NA
2020-05-05,"I","El Paso","I - El Paso",881765,NA,72,34,38,525,43,1172,208
2020-05-05,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,27,25,2,524,36,723,35
2020-05-05,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,248,16,272,14
2020-05-05,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,12,9,3,494,47,707,72
2020-05-05,"M","Waco","M - Waco",330048,NA,1,0,1,363,28,338,29
2020-05-05,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,11,7,4,236,13,302,31
2020-05-05,"O","Austin","O - Austin",2375407,NA,93,60,33,1027,127,2205,262
2020-05-05,"P","San Antonio","P - San Antonio",2945792,NA,69,35,34,1941,276,3946,440
2020-05-05,"Q","Houston","Q - Houston",6688587,NA,436,231,205,3458,308,8547,1618
2020-05-05,"R","Galveston","R - Galveston",1309237,NA,114,86,28,540,42,1157,NA
2020-05-05,"S","Victoria","S - Victoria",186672,NA,21,17,4,283,34,319,38
2020-05-05,"T","Laredo","T - Laredo",295669,NA,18,9,9,121,7,264,48
2020-05-05,"U","Corpus Christi","U - Corpus Christi",630897,NA,4,3,1,295,14,985,151
2020-05-05,"V","Lower Rio Grande Valley","V - Lower Rio Grande Valley",1385112,NA,35,20,15,718,92,1784,164
2020-05-06,"A","Amarillo","A - Amarillo",440127,NA,109,58,51,532,38,609,115
2020-05-06,"B","Lubbock","B - Lubbock",513580,NA,32,12,20,491,62,852,127
2020-05-06,"C","Wichita Falls","C - Wichita Falls",219793,NA,0,0,0,354,25,271,18
2020-05-06,"D","Abilene","D - Abilene",306972,NA,3,3,0,422,30,463,28
2020-05-06,"E","Dallas/Ft. Worth","E - Dallas/Ft. Worth",8080080,NA,669,416,253,4222,517,10012,1378
2020-05-06,"F","Paris","F - Paris",273329,NA,16,10,6,NA,33,563,58
2020-05-06,"G","Longview/Tyler","G - Longview/Tyler",968611,NA,53,32,21,500,67,1437,222
2020-05-06,"H","Lufkin","H - Lufkin",272151,NA,11,8,3,234,16,300,NA
2020-05-06,"I","El Paso","I - El Paso",881765,NA,74,33,41,519,45,1240,211
2020-05-06,"J","Midland/Odessa","J - Midland/Odessa",526736,NA,28,26,2,540,51,747,45
2020-05-06,"K","San Angelo","K - San Angelo",179457,NA,0,0,0,249,17,296,14
2020-05-06,"L","Belton/Killeen","L - Belton/Killeen",507311,NA,11,8,3,560,41,901,94
2020-05-06,"M","Waco","M - Waco",330048,NA,1,0,1,346,27,350,33
2020-05-06,"N","Bryan/College Station","N - Bryan/College Station",360335,NA,12,7,5,232,16,305,32
2020-05-06,"O","Austin","O - Austin",2375407,NA,84,58,26,1069,139,2216,252
